鋇 ㄅㄟˋ
鋈 ㄨˋ
鋉 ㄙㄨˋ
鋊 ㄩˋ
鋋 ㄔㄢˊ
鋌 ㄉㄧㄥˋ
鋍 ㄅㄛˊ
鋎 ㄏㄢˋ
鋏 ㄐㄧㄚˊ
鋐 ㄏㄨㄥˊ
鋑 ㄘㄨㄢ
鋒 ㄈㄥ
鋓 ㄔㄢ
鋔 ㄨㄢˇ
鋕 ㄓˋ
鋖 ㄊㄨㄛˇ
鋗 ㄒㄩㄢ
鋘 ㄨˊ
鋙 ㄨˊ
鋚 ㄊㄧㄠˊ
鋛 ㄍㄨㄥˇ
鋜 ㄔㄨㄛˋ
鋝 ㄌㄩㄝˋ
鋞 ㄒㄧㄥˊ
鋟 ㄑㄧㄣ
鋠 ㄕㄣˋ
鋡 ㄏㄢˊ
鋢 ㄌㄩㄝˋ
鋣 ㄧㄝˊ
鋤 ㄔㄨˊ
鋥 ㄓㄥˋ
鋦 ㄐㄩˊ
鋧 ㄒㄧㄢˇ
鋨 ㄜˊ
鋩 ㄇㄤˊ
鋪 ㄆㄨˋ
鋫 ㄌㄧˊ
鋬 ㄆㄢˋ
鋭 ㄖㄨㄟˋ
鋮 ㄔㄥˊ
鋯 ㄍㄠˋ
鋰 ㄌㄧˇ
鋱 ㄊㄜˋ
鋲 ㄅㄧㄥ
鋳 ㄓㄨˋ
鋶 ㄌㄩˇ
鋷 ㄗㄨㄟˋ
鋸 ㄐㄩˋ
鋹 ㄔㄤˇ
鋺 ㄩㄢ
鋻 ㄐㄧㄢˋ
鋼 ㄍㄤ
鋽 ㄉㄧㄠˋ
鋾 ㄊㄠˊ
鋿 ㄔㄤˊ
錀 ㄌㄨㄣˊ
錁 ㄍㄨㄛˇ
錂 ㄌㄧㄥˊ
錃 ㄅㄟ
錄 ㄌㄨˋ
錅 ㄌㄧˊ
錆 ㄑㄧㄤ
錇 ㄆㄡˊ
錈 ㄐㄩㄢˋ
錉 ㄇㄧㄣˊ
錊 ㄗㄨㄟˋ
錋 ㄆㄥˊ
錌 ㄢˋ
錍 ㄆㄧˊ
錎 ㄒㄧㄢˋ
錏 ㄧㄚˋ
錐 ㄓㄨㄟ
錑 ㄌㄟˊ
錒 ㄜ
錓 ㄎㄨㄥ
錔 ㄊㄚˋ
錕 ㄎㄨㄣ
錖 ㄉㄨˇ
錗 ㄨㄟˋ
錘 ㄔㄨㄟˊ
錙 ㄗ
錚 ㄓㄥ
錛 ㄅㄣ
錜 ㄋㄧㄝˋ
錝 ㄘㄨㄥˊ
錞 ㄔㄨㄣˊ
錟 ㄊㄢˊ
錠 ㄉㄧㄥˋ
錡 ㄑㄧˊ
錢 ㄑㄧㄢˊ
錣 ㄓㄨㄛˊ
錤 ㄑㄧˊ
錥 ㄩˋ
錦 ㄐㄧㄣˇ
錧 ㄍㄨㄢˇ
錨 ㄇㄠˊ
錩 ㄔㄤ
錪 ㄉㄧㄢˇ
錫 ㄒㄧˊ
錬 ㄌㄧㄢˋ
錭 ㄊㄠˊ
錮 ㄍㄨˋ
錯 ㄘㄨㄛˋ
錰 ㄕㄨˋ
錱 ㄓㄣ
録 ㄌㄨˋ
錳 ㄇㄥˇ
錴 ㄌㄨˋ
錵 ㄏㄨㄚ
錶 ㄅㄧㄠˇ
錷 ㄍㄚˊ
錸 ㄌㄞˊ
錹 ㄎㄣˇ
錺 ㄈㄤ
錻 ㄨˇ
錼 ㄋㄞˋ
錽 ㄨㄢˇ
錾 ㄗㄢˋ
鍀 ㄉㄜˊ
鍁 ㄒㄧㄢ
鍃 ㄏㄨ
鍄 ㄌㄧㄤˋ
鍅 ㄈㄚˇ
鍆 ㄇㄣˊ
鍇 ㄎㄞˇ
鍈 ㄧㄤ
鍉 ㄉㄧ
鍊 ㄌㄧㄢˋ
鍋 ㄍㄨㄛ
鍌 ㄒㄧㄢˇ
鍍 ㄉㄨˋ
鍎 ㄊㄨˊ
鍏 ㄨㄟˊ
鍐 ㄘㄨㄥ
鍑 ㄈㄨˋ
鍒 ㄖㄡˊ
鍓 ㄐㄧˊ
鍔 ㄜˋ
鍕 ㄖㄡˇ
鍖 ㄔㄣˇ
鍗 ㄉㄧˋ
鍘 ㄓㄚˊ
鍙 ㄏㄨㄥˋ
鍚 ㄧㄤˊ
鍛 ㄉㄨㄢˋ
鍜 ㄒㄧㄚ
鍝 ㄩˊ
鍞 ㄎㄥ
鍟 ㄕㄥ
鍠 ㄏㄨㄤˊ
鍡 ㄨㄟˇ
鍢 ㄈㄨˋ
鍣 ㄓㄠ
鍤 ㄔㄚˊ
鍥 ㄑㄧㄝˋ
鍦 ㄕㄜˊ
鍧 ㄏㄨㄥ
鍨 ㄎㄨㄟˊ
鍩 ㄊㄧㄢˇ
鍪 ㄇㄡˊ
鍫 ㄑㄧㄠ
鍬 ㄑㄧㄠ
鍭 ㄏㄡˊ
鍮 ㄊㄡ
鍯 ㄘㄨㄥ
鍰 ㄏㄨㄢˊ
鍱 ㄧㄝˋ
鍲 ㄇㄧㄣˊ
鍳 ㄐㄧㄢˋ
鍴 ㄉㄨㄢ
鍵 ㄐㄧㄢˋ
鍶 ㄙ
鍷 ㄎㄨㄟ
鍸 ㄏㄨˊ
鍹 ㄒㄩㄢ
鍺 ㄓㄜˇ
鍻 ㄐㄧㄝˊ
鍼 ㄓㄣ
鍽 ㄅㄧㄢ
鍾 ㄓㄨㄥ
鍿 ㄗ
鎀 ㄒㄧㄡ
鎁 ㄧㄝˊ
鎂 ㄇㄟˇ
鎃 ㄆㄞˋ
鎄 ㄧˇ
鎅 ㄐㄧㄝˋ
鎇 ㄇㄟˊ
鎈 ㄔㄚ
鎉 ㄊㄚˋ
鎊 ㄅㄤˋ
鎋 ㄒㄧㄚˊ
鎌 ㄌㄧㄢˊ
鎍 ㄙㄨㄛˇ
鎎 ㄒㄧˋ
鎏 ㄌㄧㄡˊ
鎐 ㄗㄨˊ
鎑 ㄧㄝˋ
鎒 ㄋㄡˋ
鎓 ㄨㄥ
鎔 ㄖㄨㄥˊ
鎕 ㄊㄤˊ
鎖 ㄙㄨㄛˇ
鎗 ㄑㄧㄤ
鎘 ㄍㄜˊ
鎙 ㄕㄨㄛˋ
鎚 ㄔㄨㄟˊ
鎛 ㄅㄛˊ
鎜 ㄆㄢˊ
鎝 ㄉㄚˊ
鎞 ㄅㄧˋ
鎟 ㄙㄤˇ
鎠 ㄍㄤ
鎡 ㄗ
鎢 ㄨˋ
鎣 ㄧㄥˋ
鎤 ㄏㄨㄤˇ
鎥 ㄊㄧㄠˊ
鎦 ㄌㄧㄡˊ
鎧 ㄎㄞˇ
鎨 ㄙㄨㄣˇ
鎩 ㄕㄞˋ
鎪 ㄙㄡ
鎫 ㄨㄢˇ
鎬 ㄍㄠˇ
鎭 ㄓㄣˋ
鎮 ㄓㄣˋ
鎯 ㄌㄨㄛˇ
鎰 ㄧˋ
鎱 ㄩㄢˊ
鎲 ㄊㄤˇ
鎳 ㄋㄧㄝˋ
鎴 ㄒㄧˊ
鎵 ㄐㄧㄚ
鎶 ㄍㄜ
鎷 ㄇㄚˇ
鎸 ㄐㄩㄢ
鎹 ㄙㄨㄥˋ
鎺 ㄗㄨˇ
鎻 ㄙㄨㄛˇ
鎿 ㄋㄚˊ
鏀 ㄌㄧㄢˊ
鏁 ㄙㄨㄛˇ
鏂 ㄡ
鏃 ㄘㄨˋ
鏄 ㄊㄨㄢˊ
鏅 ㄒㄧㄡˋ
鏆 ㄍㄨㄢˋ
鏇 ㄒㄩㄢˋ
鏈 ㄌㄧㄢˋ
鏉 ㄕㄡˋ
鏊 ㄠˊ
鏋 ㄇㄢˇ
鏌 ㄇㄛˋ
鏍 ㄌㄨㄛˊ
鏎 ㄅㄧˋ
鏏 ㄨㄟˋ
鏐 ㄌㄧㄡˊ
鏑 ㄉㄧˊ
鏒 ㄑㄧㄠ
鏓 ㄘㄨㄥ
鏔 ㄧㄣˊ
鏕 ㄌㄨˋ
鏖 ㄠˊ
鏗 ㄎㄥ
鏘 ㄑㄧㄤ
鏙 ㄘㄨㄟˇ
鏚 ㄑㄧˋ
鏛 ㄔㄤˊ
鏜 ㄊㄤˊ
鏝 ㄇㄢˋ
鏞 ㄩㄥˊ
鏟 ㄔㄢˇ
鏠 ㄈㄥ
鏡 ㄐㄧㄥˋ
鏢 ㄅㄧㄠ
鏣 ㄕㄨˋ
鏤 ㄌㄡˋ
鏥 ㄒㄧㄡˋ
鏦 ㄘㄨㄥ
鏧 ㄌㄨㄥˊ
鏨 ㄗㄢˋ
鏩 ㄔㄢˊ
鏪 ㄘㄠˊ
鏫 ㄌㄧˊ
鏬 ㄒㄧㄚˋ
鏭 ㄒㄧ
鏮 ㄎㄤ
鏰 ㄅㄥˋ
鏳 ㄓㄥ
鏴 ㄌㄨˋ
鏵 ㄏㄨㄚˊ
鏶 ㄐㄧˊ
鏷 ㄆㄨˊ
鏸 ㄏㄨㄟˋ
鏹 ㄑㄧㄤˇ
鏺 ㄆㄛ
鏻 ㄌㄧㄣˊ
鏼 ㄙㄨㄛˇ
鏽 ㄒㄧㄡˋ
鏾 ㄙㄢˇ
鏿 ㄔㄥ
鐀 ㄍㄨㄟˋ
鐁 ㄙ
鐂 ㄌㄧㄡˊ
鐃 ㄋㄠˊ
鐄 ㄏㄨㄤˊ
鐅 ㄆㄧㄝˇ
鐆 ㄙㄨㄟˋ
鐇 ㄈㄢˊ
鐈 ㄑㄧㄠˊ
鐉 ㄔㄨㄢ
鐊 ㄧㄤˊ
鐋 ㄊㄤ
鐌 ㄒㄧㄤˋ
鐍 ㄐㄩㄝˊ
鐎 ㄐㄧㄠ
鐏 ㄗㄨㄣ
鐐 ㄌㄧㄠˊ
鐑 ㄐㄧㄝˊ
鐒 ㄌㄠˇ
鐓 ㄉㄨㄣ
鐔 ㄊㄢˊ
鐕 ㄗㄢ
鐖 ㄐㄧ
鐗 ㄐㄧㄢˋ
鐘 ㄓㄨㄥ
鐙 ㄉㄥˋ
鐚 ㄧㄚˇ
鐛 ㄧㄥˇ
鐜 ㄉㄨㄟˋ
鐝 ㄐㄩㄝˊ
鐞 ㄋㄡˋ
鐟 ㄗㄢ
鐠 ㄆㄨˇ
鐡 ㄉㄧㄝˊ
鐥 ㄕㄢˋ
鐦 ㄎㄞ
鐧 ㄐㄧㄢˋ
鐨 ㄈㄟˋ
鐩 ㄙㄨㄟˋ
鐪 ㄌㄨˇ
鐫 ㄐㄩㄢ
鐬 ㄏㄨㄟˋ
鐭 ㄩˋ
鐮 ㄌㄧㄢˊ
鐯 ㄓㄨㄛˊ
鐰 ㄘㄠ
鐱 ㄑㄧㄢ
鐲 ㄓㄨㄛˊ
鐳 ㄌㄟˊ
鐴 ㄅㄧˋ
鐵 ㄊㄧㄝˇ
鐶 ㄏㄨㄢˊ
鐷 ㄧㄝˋ
鐸 ㄉㄨㄛˊ
鐹 ㄍㄨㄛˇ
鐺 ㄉㄤ
鐻 ㄐㄩˋ
鐼 ㄈㄣˊ
鐽 ㄉㄚˊ
鐾 ㄅㄧˋ
鐿 ㄧˋ
鑀 ㄞˋ
鑁 ㄗㄨㄥ
鑂 ㄒㄩㄣˋ
鑃 ㄓㄠˋ
鑄 ㄓㄨˋ
鑅 ㄖㄨㄥˊ
鑆 ㄓㄨㄟˋ
鑇 ㄑㄧˊ
鑈 ㄋㄧㄝ
鑉 ㄊㄚˋ
鑊 ㄏㄨㄛˋ
鑋 ㄑㄧㄥˋ
鑌 ㄅㄧㄣ
鑍 ㄧㄥ
鑎 ㄍㄨㄟˋ
鑏 ㄋㄧㄥˊ
鑐 ㄖㄨˊ
鑑 ㄐㄧㄢˋ
鑒 ㄐㄧㄢˋ
鑓 ㄑㄧㄢˇ
鑔 ㄔㄚˇ
鑕 ㄓˋ
鑖 ㄇㄧㄝˋ
鑗 ㄌㄧˊ
鑘 ㄌㄟˊ
鑙 ㄐㄧ
鑚 ㄗㄨㄢˇ
鑛 ㄍㄨㄥˇ
鑜 ㄒㄧㄤˇ
鑝 ㄆㄥˊ
鑞 ㄌㄚˋ
鑟 ㄉㄨˊ
鑠 ㄕㄨㄛˋ
鑡 ㄔㄨㄛˋ
鑢 ㄌㄩˋ
鑣 ㄅㄧㄠ
鑤 ㄅㄠˋ
鑥 ㄌㄨˇ
鑨 ㄌㄨㄥˊ
鑩 ㄜˋ
鑪 ㄌㄨˊ
鑫 ㄒㄧㄣ
鑬 ㄐㄧㄢˋ
鑭 ㄌㄢˊ
鑮 ㄅㄛˊ
鑯 ㄐㄧㄢ
鑰 ㄧㄠˋ
鑱 ㄔㄢˊ
鑲 ㄒㄧㄤ
鑳 ㄐㄧㄢˋ
鑴 ㄒㄧˋ
鑵 ㄍㄨㄢˋ
鑶 ㄘㄤˊ
鑷 ㄋㄧㄝˋ
鑸 ㄌㄟˇ
鑹 ㄘㄨㄢ
鑺 ㄑㄩˊ
鑻 ㄆㄢˋ
鑼 ㄌㄨㄛˊ
鑽 ㄗㄨㄢˇ
鑾 ㄌㄨㄢˊ
鑿 ㄗㄨㄛˋ
钀 ㄋㄧㄝˋ
钁 ㄐㄩㄝˊ
钂 ㄊㄤˇ
钃 ㄕㄨˇ
钄 ㄌㄢˋ
钅 ㄐㄧㄣ
钆 ㄍㄚˊ
钇 ㄧˇ
针 ㄓㄣ
钉 ㄉㄧㄥˋ
钊 ㄓㄠ
钋 ㄆㄛˋ
钌 ㄌㄧㄠˇ
钍 ㄊㄨˇ
钎 ㄑㄧㄢ
钏 ㄔㄨㄢˋ
钐 ㄕㄢˋ
钑 ㄙㄚˋ
钒 ㄈㄢˇ
钓 ㄉㄧㄠˋ
钔 ㄇㄣˊ
钕 ㄋㄩˇ
钖 ㄧㄤˊ
钗 ㄔㄚ
钘 ㄐㄧㄢ
钙 ㄍㄞˋ
钚 ㄅㄨˋ
钛 ㄊㄞˋ
钜 ㄐㄩˋ
钝 ㄉㄨㄣˋ
钞 ㄔㄠˇ
钟 ㄓㄨㄥ
钠 ㄖㄨㄟˋ
钡 ㄅㄟˋ
钢 ㄍㄤˋ
钣 ㄅㄢˇ
钤 ㄏㄢˊ
钥 ㄩㄝˋ
钦 ㄑㄧㄣ
钧 ㄐㄩㄣ
钨 ㄨ
钩 ㄍㄡ
钪 ㄎㄤˋ
钫 ㄈㄤ
钬 ㄏㄨㄛˇ
钭 ㄉㄡˇ
钮 ㄋㄧㄡˇ
钯 ㄅㄚˇ
钰 ㄩˋ
钱 ㄑㄧㄢˊ
钲 ㄓㄥ
钳 ㄢ
钴 ㄍㄨˇ
钵 ㄅㄛ
钶 ㄎㄜ
钷 ㄆㄛˇ
钸 ㄅㄨ
钹 ㄅㄛˊ
钺 ㄩㄝˋ
钻 ㄗㄨㄢˋ
钼 ㄇㄨˋ
钽 ㄊㄢˇ
钾 ㄍㄜˊ
钿 ㄉㄧㄢˋ
铀 ㄓㄡˋ
铁 ㄓˊ
铂 ㄅㄛˊ
铃 ㄌㄧㄥˊ
铄 ㄕㄨㄛˋ
铅 ㄑㄧㄢ
铆 ㄇㄠˇ
铇 ㄅㄠˋ
铈 ㄕˋ
铉 ㄒㄩㄢˋ
铊 ㄕ
铋 ㄅㄧˋ
铌 ㄋㄧˇ
铍 ㄆㄧˊ
铎 ㄉㄨㄛˊ
铏 ㄒㄧㄥˊ
铐 ㄎㄠˋ
铑 ㄌㄠˇ
铒 ㄦˇ
铓 ㄇㄤˊ
铔 ㄧㄚˋ
铕 ㄧㄡˇ
铖 ㄔㄥˊ
铗 ㄐㄧㄚˊ
铘 ㄧㄝˊ
铙 ㄋㄠˋ
铚 ㄓˋ
铛 ㄔㄥˊ
铜 ㄊㄨㄥˊ
铝 ㄌㄩˇ
铞 ㄉㄧㄠˋ
铟 ㄧㄣ
铠 ㄎㄞˇ
铡 ㄓㄚˊ
铢 ㄓㄨ
铣 ㄒㄧㄢˇ
铤 ㄉㄧㄥˋ
铥 ㄉㄧㄡ
铦 ㄒㄧㄢ
铧 ㄏㄨㄚˊ
铨 ㄑㄩㄢˊ
铩 ㄕˋ
铪 ㄏㄚ
铫 ㄧㄠˊ
铬 ㄍㄜˋ
铭 ㄇㄧㄥˊ
铮 ㄓㄥ
铯 ㄙㄜˋ
铰 ㄐㄧㄠˇ
铱 ㄧ
铲 ㄔㄢˇ
铳 ㄔㄨㄥˋ
铴 ㄊㄤˋ
铵 ㄢˇ
银 ㄧㄣˊ
铷 ㄖㄨˊ
铸 ㄓㄨˋ
铹 ㄌㄠˊ
铺 ㄆㄨˋ
铻 ㄩˇ
铼 ㄌㄞˊ
铽 ㄊㄜˋ
链 ㄌㄧㄢˋ
铿 ㄎㄥ
销 ㄒㄧㄠ
锁 ㄙㄨㄛˇ
锂 ㄌㄧˇ
锃 ㄗㄥˋ
锄 ㄐㄩˇ
锅 ㄍㄨㄛˇ
锆 ㄍㄠˋ
锇 ㄜˊ
锈 ㄧㄡˋ
锉 ㄘㄨㄛˋ
锊 ㄌㄩㄝˋ
锋 ㄈㄥ
锌 ㄒㄧㄣ
锍 ㄌㄧㄡˇ
锎 ㄎㄞ
锏 ㄐㄧㄢˇ
锐 ㄉㄨㄟˋ
锑 ㄊㄧˊ
锒 ㄌㄤˊ
锓 ㄑㄧㄢ
锔 ㄐㄩˊ
锕 ㄚ
锖 ㄑㄧㄤ
锗 ㄉㄨㄛˇ
锘 ㄋㄨㄛˋ
错 ㄘㄨˋ
锚 ㄇㄠˊ
锛 ㄅㄣ
锜 ㄑㄧˊ
锝 ㄉㄜˊ
锞 ㄎㄜˇ
锟 ㄎㄨㄣ
锠 ㄔㄤ
锡 ㄒㄧ
锢 ㄍㄨˋ
锣 ㄌㄨㄛˊ
锤 ㄔㄨㄟˊ
锥 ㄓㄨㄟ
锦 ㄐㄧㄣˇ
锧 ㄓˋ
锨 ㄒㄧㄢ
锩 ㄐㄩㄢˇ
锪 ㄏㄨㄛ
锫 ㄆㄡˊ
锬 ㄒㄧㄢ
锭 ㄉㄧㄥˋ
键 ㄐㄧㄢˋ
锯 ㄐㄩˋ
锰 ㄇㄥˇ
锱 ㄗ
锲 ㄑㄧㄝˋ
锳 ㄧㄥ
锴 ㄎㄞˇ
锵 ㄑㄧㄤ
锶 ㄙㄨㄥ
锷 ㄜˋ
锸 ㄔㄚ
锹 ㄑㄧㄠ
锺 ㄓㄨㄥ
锻 ㄉㄨㄢˋ
锼 ㄙㄡ
锽 ㄏㄨㄤˊ
锾 ㄏㄨㄢˊ
锿 ㄞ
镀 ㄉㄨˋ
镁 ㄇㄟˇ
镂 ㄌㄡˋ
镃 ㄗ
镄 ㄈㄟˋ
镅 ㄇㄟˊ
镆 ㄇㄛˋ
镇 ㄓㄣˋ
镈 ㄅㄛˊ
镉 ㄍㄜˊ
镊 ㄋㄧㄝˋ
镋 ㄊㄤˇ
镌 ㄐㄩㄢ
镍 ㄋㄧㄝˋ
镎 ㄋㄚˊ
镏 ㄌㄧㄡˋ
镐 ㄏㄠˋ
镑 ㄅㄤˋ
镒 ㄧˋ
镓 ㄐㄧㄚ
镔 ㄅㄧㄣ
镕 ㄖㄨㄥˊ
镖 ㄅㄧㄠ
镗 ㄊㄤˊ
镘 ㄇㄢˋ
镙 ㄌㄨㄛˊ
镚 ㄅㄥˋ
镛 ㄩㄥ
镜 ㄐㄧㄥˋ
镝 ㄉㄧˊ
镞 ㄔㄨㄛˋ
镟 ㄒㄩㄢˋ
镠 ㄌㄧㄡˋ
镡 ㄔㄢˊ
镢 ㄐㄩㄝˊ
镣 ㄌㄧㄠˊ
镤 ㄆㄨˊ
镥 ㄌㄨˇ
镦 ㄉㄨㄟˋ
镧 ㄌㄢˊ
镨 ㄆㄨˇ
镩 ㄘㄨㄢ
镪 ㄑㄧㄤˇ
镫 ㄉㄥˋ
镬 ㄏㄨㄛˋ
镭 ㄌㄟˊ
镮 ㄏㄨㄢˊ
镯 ㄓㄨㄛˊ
镰 ㄌㄧㄢˊ
镱 ㄧˋ
镲 ㄔㄚˇ
镳 ㄅㄧㄠ
镴 ㄌㄚˋ
镵 ㄔㄢˊ
镶 ㄖㄤˊ
長 ㄔㄤˊ
镸 ㄓㄤˇ
镹 ㄐㄧㄡˇ
镺 ㄠˇ
镻 ㄉㄧㄝˊ
镼 ㄑㄩ
镽 ㄌㄧㄠˊ
镾 ㄇㄧˊ
长 ㄓㄤˇ
門 ㄇㄣˊ
閁 ㄇㄚˋ
閂 ㄕㄨㄢ
閃 ㄕㄢˇ
閄 ㄏㄨㄛˋ
閅 ㄇㄣˊ
閆 ㄧㄢˊ
閇 ㄅㄧˋ
閈 ㄏㄢˋ
閉 ㄅㄧˋ
閊 ㄕㄢ
開 ㄎㄞ
閌 ㄎㄤˋ
閍 ㄅㄥ
閎 ㄏㄨㄥˊ
閏 ㄖㄨㄣˋ
閐 ㄙㄢˋ
閑 ㄒㄧㄢˊ
閒 ㄒㄧㄢˊ
間 ㄐㄧㄢ
閔 ㄇㄧㄣˇ
閕 ㄒㄧㄚ
閖 ㄕㄨㄟˇ
閘 ㄓㄚˊ
閙 ㄋㄠˋ
閚 ㄓㄢ
閛 ㄆㄥ
閜 ㄎㄜˇ
閝 ㄌㄧㄥˊ
閞 ㄅㄧㄢˋ
閟 ㄅㄧˋ
閠 ㄖㄨㄣˋ
閡 ㄏㄜˊ
関 ㄍㄨㄢ
閣 ㄍㄜˊ
閤 ㄍㄜˊ
閥 ㄈㄚˊ
閦 ㄔㄨˋ
閧 ㄏㄨㄥˋ
閨 ㄍㄨㄟ
閩 ㄇㄧㄣˇ
閫 ㄎㄨㄣˇ
閬 ㄌㄤˇ
閭 ㄌㄩˊ
閮 ㄊㄧㄥˊ
閯 ㄕㄚˋ
閰 ㄧㄢˊ
閱 ㄩㄝˋ
閲 ㄩㄝˋ
閳 ㄔㄢˇ
閴 ㄑㄩˋ
閵 ㄌㄧㄣˋ
閶 ㄔㄤ
閷 ㄕㄞˋ
閸 ㄎㄨㄣˇ
閹 ㄧㄢ
閺 ㄨㄣˊ
閻 ㄧㄢˊ
閼 ㄜˋ
閽 ㄏㄨㄣ
閾 ㄩˋ
閿 ㄨㄣˊ
闀 ㄒㄧㄤˋ
闁 ㄅㄠˇ
闂 ㄏㄨㄥˋ
闃 ㄑㄩˋ
闄 ㄧㄠˇ
闅 ㄨㄣˊ
闆 ㄅㄢˇ
闇 ㄢˋ
闈 ㄨㄟˊ
闉 ㄧㄣ
闊 ㄎㄨㄛˋ
闋 ㄑㄩㄝˋ
闌 ㄌㄢˊ
闍 ㄉㄨ
闐 ㄊㄧㄢˊ
闑 ㄋㄧㄝˋ
闒 ㄊㄚˋ
闓 ㄎㄞˇ
闔 ㄏㄜˊ
闕 ㄑㄩㄝˋ
闖 ㄔㄨㄤˇ
闗 ㄍㄨㄢ
闘 ㄉㄡˋ
闙 ㄑㄧˇ
闚 ㄎㄨㄟ
闛 ㄊㄤˊ
關 ㄍㄨㄢ
闝 ㄆㄧㄠˊ
闞 ㄎㄢˇ
闟 ㄊㄚˋ
闠 ㄏㄨㄟˋ
闡 ㄔㄢˇ
闢 ㄆㄧˋ
闣 ㄉㄤˋ
闤 ㄏㄨㄢˊ
闥 ㄊㄚˋ
闦 ㄨㄣˊ
门 ㄇㄣˊ
闩 ㄕㄨㄢ
闪 ㄕㄢˇ
闫 ㄧㄢˇ
闬 ㄅㄧˋ
闭 ㄅㄧˋ
问 ㄨㄣˋ
闯 ㄔㄨㄤˇ
闰 ㄖㄨㄣˋ
闱 ㄨㄟˊ
闲 ㄒㄧㄢˊ
闳 ㄏㄨㄥˊ
间 ㄐㄧㄢˇ
闵 ㄇㄧㄣˇ
闶 ㄎㄤˋ
闷 ㄇㄣˋ
闸 ㄓㄚˊ
闹 ㄋㄠˋ
闺 ㄍㄨㄟ
闻 ㄨㄣˋ
闼 ㄊㄚˋ
闽 ㄇㄧㄣˇ
闾 ㄌㄩˊ
闿 ㄎㄞˇ
阀 ㄈㄚˊ
阁 ㄍㄜˊ
阂 ㄞˋ
阃 ㄎㄨㄣˇ
阄 ㄐㄧㄡ
阅 ㄩㄝˋ
阆 ㄌㄤˇ
阇 ㄉㄨ
阈 ㄩˋ
阉 ㄧㄢ
阊 ㄔㄤ
阋 ㄏㄜˋ
阌 ㄨㄣˊ
阍 ㄏㄨㄣ
阎 ㄧㄢˇ
阏 ㄜˋ
阐 ㄔㄢˇ
阑 ㄌㄢˋ
阒 ㄑㄩˋ
阓 ㄏㄨㄟˋ
阔 ㄎㄨㄛˋ
阕 ㄑㄩㄝˋ
阖 ㄏㄜˊ
阗 ㄊㄧㄢˊ
阘 ㄊㄚˋ
阙 ㄑㄩㄝˋ
阚 ㄏㄢˇ
阛 ㄏㄨㄢˊ
阜 ㄈㄨˋ
阝 ㄧˋ
阞 ㄌㄜˋ
队 ㄉㄨㄟˋ
阠 ㄕㄣ
阡 ㄑㄧㄢ
阢 ㄨˋ
阣 ㄧˋ
阤 ㄊㄨㄛˊ
阥 ㄧㄣˋ
阦 ㄧㄤˊ
阧 ㄉㄡˇ
阨 ㄜˋ
阩 ㄕㄥ
阪 ㄅㄢˇ
阫 ㄆㄟˊ
阬 ㄎㄥ
阭 ㄩㄣˇ
阮 ㄖㄨㄢˇ
阯 ㄓˇ
阰 ㄆㄧˊ
阱 ㄐㄧㄥˇ
防 ㄈㄤˊ
阳 ㄧㄤˊ
阴 ㄧㄣˋ
阵 ㄓㄣˋ
阶 ㄐㄧㄝ
阷 ㄔㄥ
阸 ㄜˋ
阹 ㄑㄩ
阺 ㄉㄧˇ
阻 ㄗㄨˇ
阼 ㄗㄨㄛˋ
阽 ㄉㄧㄢˋ
阾 ㄌㄧㄥˇ
阿 ㄚ
陀 ㄊㄨㄛˊ
陁 ㄊㄨㄛˊ
陂 ㄆㄧˊ
陃 ㄅㄧㄥˇ
附 ㄈㄨˋ
际 ㄐㄧˋ
陆 ㄌㄨˋ
陇 ㄌㄨㄥˇ
陈 ㄔㄣˊ
陉 ㄐㄧㄥˋ
陊 ㄉㄨㄛˋ
陋 ㄌㄡˋ
陌 ㄇㄛˋ
降 ㄐㄧㄤˋ
陎 ㄕㄨ
陏 ㄉㄨㄛˋ
限 ㄒㄧㄢˋ
陑 ㄦˊ
陒 ㄨㄟˊ
陓 ㄨ
陔 ㄍㄞ
陕 ㄒㄧㄚˊ
陖 ㄐㄩㄣˋ
陗 ㄑㄧㄠˋ
陘 ㄒㄧㄥˊ
陙 ㄔㄨㄣˊ
陚 ㄈㄨˋ
陛 ㄅㄧˋ
陜 ㄒㄧㄚˊ
陝 ㄕㄢˇ
陞 ㄕㄥ
陟 ㄓˋ
陠 ㄅㄨˋ
陡 ㄉㄡˇ
院 ㄩㄢˋ
陣 ㄓㄣˋ
除 ㄔㄨˊ
陥 ㄒㄧㄢˋ
陦 ㄉㄠˇ
陧 ㄋㄧㄝˋ
陨 ㄩㄢˊ
险 ㄐㄧㄢˇ
陪 ㄆㄟˊ
陫 ㄆㄟˊ
陬 ㄗㄡ
陭 ㄧˇ
陮 ㄉㄨㄟˋ
陯 ㄌㄨㄣˊ
陰 ㄧㄣ
陱 ㄐㄩˊ
陲 ㄔㄨㄟˊ
陳 ㄔㄣˊ
陴 ㄆㄧˊ
陵 ㄌㄧㄥˊ
陶 ㄊㄠˊ
陷 ㄒㄧㄢˋ
陸 ㄌㄨˋ
陹 ㄕㄥ
険 ㄒㄧㄢˇ
陻 ㄧㄢ
陼 ㄓㄨˇ
陽 ㄧㄤˊ
陾 ㄖㄥˊ
陿 ㄒㄧㄚˊ
隀 ㄔㄨㄥˊ
隁 ㄧㄢˇ
隂 ㄧㄣˋ
隃 ㄩˊ
隄 ㄊㄧˊ
隅 ㄩˊ
隆 ㄌㄨㄥˊ
隇 ㄨㄟ
